,property_id,rent_approval_date,town,block,street_name,flat_type,monthly_rent,postal,latitude,longitude,building,number_of_bedrooms,floorsize,price_per_square_metre,year_built,floor_level,furnishing,lease_term,negotiable_pricing
139,140,2022-09-01,CHOA CHU KANG,26,TECK WHYE LANE,3-ROOM,3000,680026,1.377621,103.75574,TECK WHYE HEIGHTS II,2,64.239703,46.700091,2012,8,fully furnished,short term,no
140,141,2022-10-11,CHOA CHU KANG,26,TECK WHYE LANE,3-ROOM,2000,680026,1.377621,103.75574,TECK WHYE HEIGHTS II,2,63.945835,31.27647,2012,7,not furnished,2 years,no
141,142,2023-01-19,CHOA CHU KANG,26,TECK WHYE LANE,3-ROOM,2000,680026,1.377621,103.75574,TECK WHYE HEIGHTS II,2,63.261592,31.614759,2012,3,fully furnished,2 years,yes
142,143,2023-04-15,CHOA CHU KANG,26,TECK WHYE LANE,3-ROOM,2200,680026,1.377621,103.75574,TECK WHYE HEIGHTS II,2,62.996886,34.922361,2012,3,fully furnished,3 years,no
143,144,2023-05-20,CHOA CHU KANG,26,TECK WHYE LANE,3-ROOM,1900,680026,1.377621,103.75574,TECK WHYE HEIGHTS II,2,62.482742,30.408397,2012,15,not furnished,3 years,no
144,145,2023-07-19,CHOA CHU KANG,26,TECK WHYE LANE,3-ROOM,3000,680026,1.377621,103.75574,TECK WHYE HEIGHTS II,2,62.82967,47.748142,2012,9,partially furnished,2 years,no
145,146,2023-08-18,CHOA CHU KANG,26,TECK WHYE LANE,3-ROOM,2000,680026,1.377621,103.75574,TECK WHYE HEIGHTS II,2,61.969614,32.273882,2012,14,partially furnished,flexible,no
146,147,2021-01-23,WOODLANDS,216,MARSILING LANE,5-ROOM,1700,730216,1.447134,103.772172,HDB-WOODLANDS,3,114.862906,14.800252,1994,4,fully furnished,3 years,no
147,148,2021-07-02,WOODLANDS,216,MARSILING LANE,5-ROOM,2100,730216,1.447134,103.772172,HDB-WOODLANDS,3,120.386095,17.443875,1994,11,partially furnished,3 years,yes
148,149,2021-10-28,WOODLANDS,216,MARSILING LANE,5-ROOM,2400,730216,1.447134,103.772172,HDB-WOODLANDS,3,120.806293,19.866515,1994,5,fully furnished,1 year,yes
149,150,2021-11-05,WOODLANDS,216,MARSILING LANE,5-ROOM,1700,730216,1.447134,103.772172,HDB-WOODLANDS,3,118.32323,14.367424,1994,6,not furnished,2 years,yes
150,151,2022-03-14,WOODLANDS,216,MARSILING LANE,5-ROOM,1900,730216,1.447134,103.772172,HDB-WOODLANDS,3,125.45878,15.144416,1994,14,not furnished,3 years,yes
151,152,2022-03-27,WOODLANDS,216,MARSILING LANE,5-ROOM,2100,730216,1.447134,103.772172,HDB-WOODLANDS,3,116.048453,18.09589,1994,2,partially furnished,1 year,yes
152,153,2022-05-14,WOODLANDS,216,MARSILING LANE,5-ROOM,1900,730216,1.447134,103.772172,HDB-WOODLANDS,3,117.00695,16.238352,1994,12,fully furnished,3 years,no
153,154,2022-11-28,WOODLANDS,216,MARSILING LANE,5-ROOM,3600,730216,1.447134,103.772172,HDB-WOODLANDS,3,121.610303,29.602755,1994,12,not furnished,short term,no
154,155,2022-12-19,WOODLANDS,216,MARSILING LANE,5-ROOM,2500,730216,1.447134,103.772172,HDB-WOODLANDS,3,118.496711,21.097632,1994,2,not furnished,short term,no
155,156,2023-06-21,WOODLANDS,216,MARSILING LANE,5-ROOM,2800,730216,1.447134,103.772172,HDB-WOODLANDS,3,119.284622,23.473269,1994,11,fully furnished,short term,yes
156,157,2021-01-08,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,1950,821107,1.397199,103.906826,NIL,3,120.349462,16.202814,2008,6,fully furnished,2 years,yes
157,158,2021-02-12,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,1900,821107,1.397199,103.906826,NIL,3,126.508804,15.018718,2008,8,partially furnished,3 years,no
158,159,2021-03-10,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2100,821107,1.397199,103.906826,NIL,3,115.176556,18.232877,2008,11,partially furnished,1 year,no
159,160,2021-04-21,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2150,821107,1.397199,103.906826,NIL,3,119.016656,18.064698,2008,2,not furnished,1 year,no
160,161,2021-08-26,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,1900,821107,1.397199,103.906826,NIL,3,119.966154,15.8378,2008,12,fully furnished,1 year,no
161,162,2021-08-06,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2100,821107,1.397199,103.906826,NIL,3,118.572403,17.710698,2008,14,not furnished,short term,yes
162,163,2021-10-03,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2150,821107,1.397199,103.906826,NIL,3,120.518646,17.839563,2008,15,partially furnished,1 year,no
163,164,2021-11-16,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2200,821107,1.397199,103.906826,NIL,3,122.514268,17.957092,2008,14,partially furnished,1 year,yes
164,165,2021-12-09,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2800,821107,1.397199,103.906826,NIL,3,121.511466,23.043093,2008,2,fully furnished,short term,no
165,166,2022-01-28,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2800,821107,1.397199,103.906826,NIL,3,115.820356,24.17537,2008,7,fully furnished,short term,yes
166,167,2022-01-28,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2000,821107,1.397199,103.906826,NIL,3,120.314268,16.623132,2008,14,not furnished,3 years,no
167,168,2022-07-09,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,3000,821107,1.397199,103.906826,NIL,3,122.884346,24.413199,2008,15,fully furnished,3 years,yes
168,169,2022-10-26,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2200,821107,1.397199,103.906826,NIL,3,120.533171,18.252237,2008,2,not furnished,short term,no
169,170,2022-11-25,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2800,821107,1.397199,103.906826,NIL,3,122.472314,22.86231,2008,8,not furnished,2 years,no
170,171,2022-11-17,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,2750,821107,1.397199,103.906826,NIL,3,115.776285,23.752706,2008,13,partially furnished,1 year,no
171,172,2023-02-14,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,3300,821107,1.397199,103.906826,NIL,3,120.192668,27.455918,2008,10,fully furnished,1 year,no
172,173,2023-04-11,PUNGGOL,107A,EDGEFIELD PLAINS,5-ROOM,3500,821107,1.397199,103.906826,NIL,3,123.579495,28.321851,2008,6,partially furnished,flexible,no
173,174,2021-01-10,WOODLANDS,764A,WOODLANDS CIRCLE,4-ROOM,1600,731764,1.445611,103.796781,HDB-WOODLANDS,3,94.974285,16.846665,1975,12,fully furnished,short term,no
174,175,2021-01-26,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,1950,731764,1.445611,103.796781,HDB-WOODLANDS,3,120.736155,16.15092,1975,2,fully furnished,1 year,no
175,176,2021-05-26,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,2800,731764,1.445611,103.796781,HDB-WOODLANDS,3,114.799237,24.390406,1975,7,not furnished,flexible,yes
176,177,2021-05-14,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,2600,731764,1.445611,103.796781,HDB-WOODLANDS,3,119.223501,21.807781,1975,4,not furnished,flexible,no
177,178,2021-06-22,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,1750,731764,1.445611,103.796781,HDB-WOODLANDS,3,120.708352,14.497754,1975,3,partially furnished,2 years,yes
178,179,2021-08-27,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,1950,731764,1.445611,103.796781,HDB-WOODLANDS,3,124.251114,15.694024,1975,15,partially furnished,flexible,no
179,180,2021-11-25,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,1800,731764,1.445611,103.796781,HDB-WOODLANDS,3,119.991627,15.001047,1975,15,partially furnished,flexible,yes
180,181,2022-05-01,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,3200,731764,1.445611,103.796781,HDB-WOODLANDS,3,123.197239,25.974608,1975,7,fully furnished,3 years,no
181,182,2022-06-24,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,3000,731764,1.445611,103.796781,HDB-WOODLANDS,3,119.889037,25.023139,1975,6,not furnished,1 year,no
182,183,2022-10-18,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,3400,731764,1.445611,103.796781,HDB-WOODLANDS,3,119.278513,28.504715,1975,11,partially furnished,1 year,no
183,184,2022-12-06,WOODLANDS,764A,WOODLANDS CIRCLE,4-ROOM,2000,731764,1.445611,103.796781,HDB-WOODLANDS,3,102.132224,19.582458,1975,6,partially furnished,short term,yes
184,185,2023-02-17,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,3000,731764,1.445611,103.796781,HDB-WOODLANDS,3,120.747147,24.845307,1975,7,partially furnished,short term,no
185,186,2023-03-12,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,2600,731764,1.445611,103.796781,HDB-WOODLANDS,3,115.014021,22.605939,1975,15,fully furnished,2 years,yes
186,187,2023-03-19,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,3200,731764,1.445611,103.796781,HDB-WOODLANDS,3,124.932903,25.613749,1975,6,partially furnished,short term,no
187,188,2023-08-20,WOODLANDS,764A,WOODLANDS CIRCLE,5-ROOM,3200,731764,1.445611,103.796781,HDB-WOODLANDS,3,114.378604,27.977261,1975,15,not furnished,short term,no
188,189,2021-01-12,SENGKANG,415C,FERNVALE LINK,5-ROOM,2200,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,116.428454,18.895725,1982,10,partially furnished,2 years,no
189,190,2021-11-09,SENGKANG,415C,FERNVALE LINK,5-ROOM,2700,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,121.162275,22.284164,1982,7,fully furnished,flexible,yes
190,191,2021-12-08,SENGKANG,415C,FERNVALE LINK,4-ROOM,2800,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,101.437707,27.603148,1982,13,fully furnished,3 years,yes
191,192,2021-12-15,SENGKANG,415C,FERNVALE LINK,5-ROOM,2200,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,119.480403,18.413061,1982,5,fully furnished,2 years,yes
192,193,2022-02-06,SENGKANG,415C,FERNVALE LINK,4-ROOM,2250,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,100.968008,22.284286,1982,11,partially furnished,2 years,no
193,194,2022-05-03,SENGKANG,415C,FERNVALE LINK,5-ROOM,3200,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,118.256797,27.059755,1982,12,fully furnished,2 years,yes
194,195,2022-05-23,SENGKANG,415C,FERNVALE LINK,4-ROOM,2800,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,101.879439,27.483465,1982,11,not furnished,flexible,no
195,196,2022-09-06,SENGKANG,415C,FERNVALE LINK,4-ROOM,3200,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,97.970176,32.663001,1982,6,fully furnished,3 years,yes
196,197,2022-09-27,SENGKANG,415C,FERNVALE LINK,4-ROOM,3300,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,103.134703,31.996989,1982,12,fully furnished,2 years,no
197,198,2022-10-26,SENGKANG,415C,FERNVALE LINK,4-ROOM,3200,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,101.283598,31.594454,1982,10,not furnished,3 years,no
198,199,2022-12-03,SENGKANG,415C,FERNVALE LINK,5-ROOM,2600,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,121.094559,21.470824,1982,8,fully furnished,1 year,no
199,200,2023-08-15,SENGKANG,415C,FERNVALE LINK,4-ROOM,2850,793415,1.38932,103.880501,FERNVALE RIVERBOW,3,99.812822,28.553446,1982,10,fully furnished,flexible,no
200,201,2021-01-04,CENTRAL,4,SAGO LANE,3-ROOM,1900,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.824887,30.242792,2019,13,fully furnished,flexible,yes
201,202,2021-01-07,CENTRAL,4,SAGO LANE,3-ROOM,2050,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.06984,32.50365,2019,11,partially furnished,1 year,no
202,203,2021-01-25,CENTRAL,4,SAGO LANE,3-ROOM,2000,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.991697,31.750216,2019,10,not furnished,1 year,no
203,204,2021-02-23,CENTRAL,4,SAGO LANE,3-ROOM,2450,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.672307,39.092226,2019,7,partially furnished,3 years,yes
204,205,2021-03-05,CENTRAL,4,SAGO LANE,3-ROOM,2200,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.98779,34.927404,2019,13,fully furnished,1 year,yes
205,206,2021-03-27,CENTRAL,4,SAGO LANE,3-ROOM,2200,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.453197,35.226379,2019,12,fully furnished,1 year,no
206,207,2021-04-18,CENTRAL,4,SAGO LANE,3-ROOM,1950,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.497992,30.709633,2019,11,not furnished,3 years,yes
207,208,2021-04-06,CENTRAL,4,SAGO LANE,3-ROOM,2300,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.999611,36.508162,2019,11,not furnished,3 years,yes
208,209,2021-05-10,CENTRAL,4,SAGO LANE,3-ROOM,2200,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.504057,35.197715,2019,3,partially furnished,flexible,yes
209,210,2021-07-25,CENTRAL,4,SAGO LANE,3-ROOM,2200,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.550857,35.171381,2019,11,not furnished,3 years,no
210,211,2021-08-06,CENTRAL,4,SAGO LANE,3-ROOM,2200,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.61721,34.581837,2019,12,fully furnished,short term,yes
211,212,2021-08-01,CENTRAL,4,SAGO LANE,3-ROOM,2100,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.343811,33.15241,2019,12,not furnished,short term,no
212,213,2021-10-27,CENTRAL,4,SAGO LANE,3-ROOM,2200,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.69287,35.09171,2019,13,not furnished,3 years,no
213,214,2021-10-10,CENTRAL,4,SAGO LANE,3-ROOM,1950,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,61.917973,31.493279,2019,13,not furnished,3 years,yes
214,215,2021-11-02,CENTRAL,4,SAGO LANE,3-ROOM,2100,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.397797,33.12418,2019,15,not furnished,flexible,no
215,216,2021-11-23,CENTRAL,4,SAGO LANE,3-ROOM,2300,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.910782,36.559711,2019,7,fully furnished,flexible,yes
216,217,2021-11-13,CENTRAL,4,SAGO LANE,3-ROOM,2000,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.256041,32.125397,2019,10,fully furnished,flexible,yes
217,218,2021-11-09,CENTRAL,4,SAGO LANE,3-ROOM,1750,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.538254,27.982873,2019,8,not furnished,flexible,no
218,219,2021-12-07,CENTRAL,4,SAGO LANE,3-ROOM,2200,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,64.658396,34.02497,2019,10,fully furnished,2 years,yes
219,220,2021-12-04,CENTRAL,4,SAGO LANE,3-ROOM,2300,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.736382,36.661343,2019,4,partially furnished,flexible,yes
220,221,2022-01-07,CENTRAL,4,SAGO LANE,3-ROOM,2850,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.048935,45.202984,2019,10,partially furnished,short term,yes
221,222,2022-01-05,CENTRAL,4,SAGO LANE,3-ROOM,2700,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.645906,42.42221,2019,3,fully furnished,flexible,no
222,223,2022-03-28,CENTRAL,4,SAGO LANE,3-ROOM,2200,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.968443,34.391958,2019,8,partially furnished,2 years,no
223,224,2022-05-23,CENTRAL,4,SAGO LANE,3-ROOM,3000,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.411493,48.068069,2019,10,not furnished,2 years,yes
224,225,2022-07-04,CENTRAL,4,SAGO LANE,3-ROOM,2400,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.081642,38.045934,2019,4,partially furnished,flexible,yes
225,226,2022-07-12,CENTRAL,4,SAGO LANE,3-ROOM,3100,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.806572,49.357892,2019,9,fully furnished,2 years,no
226,227,2022-09-10,CENTRAL,4,SAGO LANE,3-ROOM,3000,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.707168,47.84142,2019,11,fully furnished,flexible,no
227,228,2022-10-13,CENTRAL,4,SAGO LANE,3-ROOM,2300,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.738185,36.660289,2019,5,partially furnished,2 years,no
228,229,2022-11-25,CENTRAL,4,SAGO LANE,3-ROOM,1800,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.499756,28.800113,2019,6,partially furnished,2 years,no
229,230,2022-11-03,CENTRAL,4,SAGO LANE,3-ROOM,2700,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.692161,43.067585,2019,7,fully furnished,2 years,yes
230,231,2022-11-08,CENTRAL,4,SAGO LANE,3-ROOM,2700,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.120863,43.463659,2019,14,fully furnished,1 year,yes
231,232,2022-12-26,CENTRAL,4,SAGO LANE,3-ROOM,2250,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,61.798776,36.408488,2019,12,fully furnished,3 years,yes
232,233,2023-02-09,CENTRAL,4,SAGO LANE,3-ROOM,2000,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.359971,32.071856,2019,5,fully furnished,flexible,no
233,234,2023-02-16,CENTRAL,4,SAGO LANE,3-ROOM,2900,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.243615,45.854432,2019,5,fully furnished,1 year,yes
234,235,2023-02-17,CENTRAL,4,SAGO LANE,3-ROOM,2500,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.282436,40.139728,2019,2,fully furnished,flexible,yes
235,236,2023-04-01,CENTRAL,4,SAGO LANE,3-ROOM,1950,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.428611,30.743224,2019,10,partially furnished,short term,no
236,237,2023-04-17,CENTRAL,4,SAGO LANE,3-ROOM,2500,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.554018,39.336616,2019,3,fully furnished,1 year,no
237,238,2023-04-19,CENTRAL,4,SAGO LANE,3-ROOM,2500,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.051492,40.28912,2019,14,not furnished,3 years,yes
238,239,2023-04-09,CENTRAL,4,SAGO LANE,3-ROOM,2500,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.90211,39.744295,2019,7,fully furnished,2 years,no
239,240,2023-04-16,CENTRAL,4,SAGO LANE,3-ROOM,3300,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.955845,52.41769,2019,5,partially furnished,2 years,yes
240,241,2023-04-16,CENTRAL,4,SAGO LANE,3-ROOM,4050,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,61.653029,65.690203,2019,9,fully furnished,short term,yes
241,242,2023-08-09,CENTRAL,4,SAGO LANE,3-ROOM,2850,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.622941,44.795163,2019,12,partially furnished,short term,yes
242,243,2023-08-11,CENTRAL,4,SAGO LANE,3-ROOM,2700,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,62.046588,43.515688,2019,7,not furnished,1 year,yes
243,244,2023-08-10,CENTRAL,4,SAGO LANE,3-ROOM,3800,50004,1.281801,103.842908,HDB-CENTRAL AREA,2,63.149043,60.1751,2019,9,fully furnished,flexible,yes
244,245,2021-01-15,SENGKANG,260D,SENGKANG EAST WAY,4-ROOM,1300,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,94.583765,13.744431,2005,13,partially furnished,short term,yes
245,246,2021-02-24,SENGKANG,260D,SENGKANG EAST WAY,4-ROOM,2300,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,99.940662,23.013656,2005,14,partially furnished,3 years,no
246,247,2021-07-25,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,2200,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,120.886739,18.198853,2005,4,not furnished,flexible,no
247,248,2021-09-19,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,2500,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,118.001214,21.186223,2005,13,not furnished,2 years,no
248,249,2021-10-25,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,2000,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,122.74962,16.293329,2005,9,fully furnished,flexible,no
249,250,2021-10-21,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,2500,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,118.420753,21.111165,2005,10,not furnished,flexible,yes
250,251,2021-11-11,SENGKANG,260D,SENGKANG EAST WAY,4-ROOM,2500,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,107.473322,23.261587,2005,3,fully furnished,short term,yes
251,252,2022-01-02,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,2200,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,120.022048,18.329965,2005,14,not furnished,2 years,no
252,253,2022-03-10,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,2700,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,122.0659,22.119199,2005,11,fully furnished,short term,no
253,254,2022-04-01,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,3000,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,125.537512,23.897239,2005,6,fully furnished,3 years,yes
254,255,2022-05-26,SENGKANG,260D,SENGKANG EAST WAY,4-ROOM,3300,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,94.030383,35.09504,2005,15,partially furnished,3 years,yes
255,256,2022-05-15,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,2860,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,120.633114,23.70825,2005,15,fully furnished,2 years,yes
256,257,2022-08-19,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,3488,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,116.057855,30.053976,2005,2,fully furnished,2 years,no
257,258,2022-08-18,SENGKANG,260D,SENGKANG EAST WAY,4-ROOM,3300,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,99.951352,33.016062,2005,6,partially furnished,short term,no
258,259,2022-10-08,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,3000,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,125.298401,23.942843,2005,14,fully furnished,flexible,yes
259,260,2023-02-11,SENGKANG,260D,SENGKANG EAST WAY,4-ROOM,3400,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,99.792493,34.070699,2005,10,fully furnished,3 years,no
260,261,2023-02-18,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,3700,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,125.98808,29.367858,2005,14,fully furnished,flexible,no
261,262,2023-08-15,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,3480,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,124.001726,28.064125,2005,6,fully furnished,2 years,no
262,263,2023-08-10,SENGKANG,260D,SENGKANG EAST WAY,5-ROOM,3800,544260,1.394434,103.895864,COMPASSVALE NORTH GATE,3,121.947557,31.160936,2005,3,not furnished,2 years,no
263,264,2021-01-02,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2400,543324,1.392544,103.891777,ANCHORVALE GROVE,3,144.427002,16.617391,1973,12,partially furnished,2 years,no
264,265,2021-01-12,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2200,543324,1.392544,103.891777,ANCHORVALE GROVE,3,146.652891,15.001409,1973,15,partially furnished,short term,no
265,266,2021-02-25,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2400,543324,1.392544,103.891777,ANCHORVALE GROVE,3,146.517403,16.380307,1973,12,partially furnished,2 years,yes
266,267,2021-05-26,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2000,543324,1.392544,103.891777,ANCHORVALE GROVE,3,152.144632,13.145387,1973,12,not furnished,1 year,no
267,268,2021-05-03,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2400,543324,1.392544,103.891777,ANCHORVALE GROVE,3,149.571124,16.045878,1973,15,partially furnished,flexible,no
268,269,2021-05-26,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2100,543324,1.392544,103.891777,ANCHORVALE GROVE,3,151.946012,13.820698,1973,15,fully furnished,1 year,no
269,270,2021-06-11,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2300,543324,1.392544,103.891777,ANCHORVALE GROVE,3,146.818128,15.66564,1973,14,fully furnished,3 years,yes
270,271,2022-01-10,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2250,543324,1.392544,103.891777,ANCHORVALE GROVE,3,149.16809,15.083655,1973,14,not furnished,flexible,yes
271,272,2022-04-07,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,3100,543324,1.392544,103.891777,ANCHORVALE GROVE,3,151.625763,20.445074,1973,14,not furnished,3 years,no
272,273,2022-05-16,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2250,543324,1.392544,103.891777,ANCHORVALE GROVE,3,147.959989,15.206814,1973,14,fully furnished,short term,no
273,274,2022-05-21,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,2500,543324,1.392544,103.891777,ANCHORVALE GROVE,3,148.205105,16.868515,1973,12,partially furnished,short term,no
274,275,2022-09-20,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,3800,543324,1.392544,103.891777,ANCHORVALE GROVE,3,148.482228,25.592288,1973,15,not furnished,3 years,no
275,276,2022-11-17,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,3650,543324,1.392544,103.891777,ANCHORVALE GROVE,3,147.768521,24.700795,1973,13,fully furnished,short term,no
276,277,2023-01-10,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,3500,543324,1.392544,103.891777,ANCHORVALE GROVE,3,151.117104,23.160846,1973,14,fully furnished,flexible,no
277,278,2023-01-17,SENGKANG,324C,SENGKANG EAST WAY,EXECUTIVE,3000,543324,1.392544,103.891777,ANCHORVALE GROVE,3,147.504153,20.33841,1973,13,partially furnished,3 years,no
